id;nom;decision;lccn;vedette_lc;preuve;naissance_lc;mort_lc;lieu_naissance_lc;langues_lc;ecrit_le_26_09;candidats_et_motifs
10805;Jesús Lizano;non_corrobore;;;;;;;;;Lizano, Jesús, 1931-
10807;Elisabeth Souza Lobo;introuvable;;;;;;;;;
10808;Julio Lobos;introuvable;;;;;;;;;
10809;Michel Lobrot;non_corrobore;;;;;;;;;Lobrot, Michel
10810;Beatriz Pellizzetti Lolla;introuvable;;;;;;;;;
10812;Alberto da Costa Lopes;introuvable;;;;;;;;;
10813;Ana Beatriz Crespo Fernandes Lopes;introuvable;;;;;;;;;
10814;Marcos Antonio Lopes;non_corrobore;;;;;;;;;Lopes, Marcos Antônio
10815;Maria Margaret Lopes;non_corrobore;;;;;;;;;Lopes, Maria Margaret
10816;Milton Lopes;accepte;no2020109706;Lopes, Milton;titre « cronica dos primeiros anarquistas no rio de janeiro »;;;;;lccn;Lopes, Milton, 1977- | Lopes, Milton
10817;Alfredo López;introuvable;;;;;;;;;
10818;Antonio López;introuvable;;;;;;;;;
10819;Fábio López López;introuvable;;;;;;;;;
10820;Christina Da Silva Roquette Lopreato;accepte;n98910591;Lopreato, Christina da Silva Roquette;titre « semana tragica »;;;;;lccn;Lopreato, Christina da Silva Roquette
10824;Albert Low;accepte;n85030663;Low, Albert;dates;1928;;;;lccn;Low, Albert
10825;Juan G. de Luaces;accepte;no2009080413;Luaces, Juan G. de, 1906-1963;dates;1906;1963;;Spanish;lccn+langue;Luaces, Juan G. de, 1906-1963
10828;Flávio Luizzetto;introuvable;;;;;;;;;
10830;Asel Luzarraga;accepte;n2018040393;Luzarraga, Asel, 1971-;dates;1971;;Bilbao, Spain;Basque;lccn+langue;Luzarraga, Asel, 1971-
10833;Paulo Henrique Machado;introuvable;;;;;;;;;
10834;Jesús Giráldez Macía;introuvable;;;;;;;;;
10835;Juan Madri;introuvable;;;;;;;;;
10836;Eduado Maffei;introuvable;;;;;;;;;
10837;Eduardo Maffei;non_corrobore;;;;;;;;;Maffei, Eduardo
10838;Diógenes Magalhães;non_corrobore;;;;;;;;;Magalhães, Diógenes
10839;Silvia Lang Magnani;introuvable;;;;;;;;;
10843;Jordi Maíz;introuvable;;;;;;;;;
10845;Laren H. de Maldonado;introuvable;;;;;;;;;
10846;Rogerio R. Malta;introuvable;;;;;;;;;
10847;Mario Alighiero Manacorda;contradiction;;;;;;;;;Manacorda, Mario Alighiero [mort 2013 ≠ 2004]
10848;Jean-Marc Mandosio;accepte;n98067509;Mandosio, Jean-Marc;dates;1963;;Paris (France);French;lccn+langue;Mandosio, Jean-Marc
10849;Sílvia Maria Manfredi;accepte;n78051857;Manfredi, Sílvia Maria;titre « formacao sindical no brasil »;;;;;lccn;Manfredi, Sílvia Maria
10851;Maria de Lourdes Manzini-Covre;introuvable;;;;;;;;;
10852;Meli Wixan Mapu;introuvable;;;;;;;;;
10854;João Batista Marçal;non_corrobore;;;;;;;;;Marçal, João Batista
10855;Tito Marcondes;introuvable;;;;;;;;;
10856;Subcomandante Insurgente Marcos;introuvable;;;;;;;;;
10860;Dolors Marín;introuvable;;;;;;;;;
10861;Isabelle Marinone;non_corrobore;;;;;;;;;Marinone, Isabelle
10862;Vera Regina Beltrão Marques;accepte;n95922118;Marques, Vera Regina Beltrão;titre « a medicalizacao da raca »;;;;;lccn;Marques, Vera Regina Beltrão
10864;Alejandro Marti;non_corrobore;;;;;;;;;Martí, Alejandro, 1950- | Marti, Alejandro, 1945-
10866;Beltrán Roca Martínez;non_corrobore;;;;;;;;;Roca Martínez, Beltrán
10867;Jose Augustin Martinez;introuvable;;;;;;;;;
10868;Orlando Villanueva Martínez;introuvable;;;;;;;;;
10869;Oliveira Martins;introuvable;;;;;;;;;
10870;Victor Martins;non_corrobore;;;;;;;;;Martins, Víctor (Martins de Souza)
10873;Eduard Masjuan;introuvable;;;;;;;;;
10874;João da Mata;accepte;no2021128101;Mata, João da, 1968-;titre « a liberdade do corpo »;1968;;;;lccn+naissance;Mata, João da, 1968- | Mata, João da, 1898-1929 | Mata, João da, 1898-1954 | Mata, João da
10875;Andityas Soares de Costa Matos;introuvable;;;;;;;;;
10876;Marcelo Badaró Mattos;accepte;nr99033678;Mattos, Marcelo Badaró;dates;1966;;;Portuguese;lccn+langue;Mattos, Marcelo Badaró
10877;Carlos Semprun Maura;introuvable;;;;;;;;;
10878;Jacques Maurice;accepte;no2011021505;Maurice, Jacques, 1934-2013;titre « el anarquismo andaluz »;1934;2013;;French,Spanish;lccn+naissance+mort;Maurice, Jacques, 1934-2013 | Maurice, Jacques, 1901-
10879;Arno J. Mayer;accepte;n50006787;Mayer, Arno J.;dates;1926;2023;;English;lccn+langue;Mayer, Arno J.
10880;Mark Mazower;accepte;n91017953;Mazower, Mark;dates;1958;;London (England);English;lccn+langue;Mazower, Mark
10882;Aníbal Vaz de Melo;introuvable;;;;;;;;;
10883;Ângela Mendes De Almeida;introuvable;;;;;;;;;
10885;José Carlos Mendonça;introuvable;;;;;;;;;
10886;Gino Amleto Meneghetti;contradiction;;;;;;;;;Meneghetti, Gino Amleto, 1878-1976 [naissance 1878 ≠ 1882]
10888;Lená Medeiros de Menezes;non_corrobore;;;;;;;;;Menezes, Lená Medeiros de
10891;Saverio Merlino;introuvable;;;;;;;;;
10892;István Mészáros;contradiction;;;;;;;;;Mészáros, István, 1930- | Mészáros, István, 1929-2007 [mort 2007 ≠ 2017] | Mészáros, István, 1927- | Mészáros, István
10893;Ida Mett;non_corrobore;;;;;;;;;Mett, Ida
10895;Ruth Middleton;accepte;n87920136;Middleton, Ruth;titre « alexandra david neel »;;;;;lccn;Middleton, Ruth, 1689 or 1690-1701 | Middleton, Ruth
10896;Maria Alice Millet;introuvable;;;;;;;;;
10897;Carlos Minc;introuvable;;;;;;;;;
10898;Helene Minkin;accepte;no2015116859;Minkin, Helene, 1873-1954;titre « storm in my heart »;1873;1954;;Yiddish;lccn+naissance+mort;Minkin, Helene, 1873-1954
10899;Jerome R. Mintz;non_corrobore;;;;;;;;;Mintz, Jerome R.
10901;José Luis Carretero Miramar;accepte;no2016150433;Carretero Miramar, José Luis, 1971-;dates;1971;;;Spanish;lccn+langue;Carretero Miramar, José Luis, 1971-
10902;Pontes de Miranda;contradiction;;;;;;;;;Miranda, Pontes de, 1892-1979 [naissance 1892 ≠ 1868]
10904;Renato Modernell;non_corrobore;;;;;;;;;Modernell, Renato, 1953-
10905;José Álvaro Moisés;introuvable;;;;;;;;;
10907;José Luís Gutiérrez Molina;introuvable;;;;;;;;;
10908;Gustavo de Molinari;introuvable;;;;;;;;;
10909;Fabrício Pinto Monteiro;introuvable;;;;;;;;;
10912;Michael Moore;accepte;n2002041532;Moore, Michael, 1954 August 24-;dates;1954;;;;lccn;Moore, Michael, 1914-2013 [naissance 1914 ≠ 1954] | Moore, Michael, 1942-2019 [naissance 1942 ≠ 1954] | Moore, Michael, 1954 August 24-
10913;João Baptista de Moraes;introuvable;;;;;;;;;
10914;Wallace Moraes;introuvable;;;;;;;;;
10918;Ana Paula Massadar Morel;introuvable;;;;;;;;;
10919;Edmar Morel;non_corrobore;;;;;;;;;Morel, Edmar, 1912-1989
10920;Giménez Moreno;introuvable;;;;;;;;;
10922;Mitsue Morissawa;accepte;no2004122631;Morissawa, Mitsue;titre « a historia da luta pela terra e o mst »;;;;;lccn;Morissawa, Mitsue
10923;Félix García Moriyón;introuvable;;;;;;;;;
10924;Fabian Moro;introuvable;;;;;;;;;
10925;Félix García Moryón;introuvable;;;;;;;;;
10927;Shozo Motoyama;non_corrobore;;;;;;;;;Motoyama, Shozo
10929;Claúdio Moura Castro;introuvable;;;;;;;;;
10930;Esmeralda Blanco Bolsonaro de Moura;non_corrobore;;;;;;;;;Moura, Esmeralda Blanco Bolsonaro de
10931;Helena Isabel Mueller;accepte;nr00010467;Mueller, Helena Isabel;titre « flores aos rebeldes que falharam »;;;;;lccn;Mueller, Helena Isabel
10932;Erich Mühsan;introuvable;;;;;;;;;
10933;Alfredo Gómez Muller;introuvable;;;;;;;;;
10934;Julián Vadillo Muñoz;introuvable;;;;;;;;;
10935;Manuel Morales Muñoz;introuvable;;;;;;;;;
10936;V. Muñoz;non_corrobore;;;;;;;;;Muñoz, V. (Vicente), 1971-
10937;Vladimiro Muñoz;contradiction;;;;;;;;;Muñoz, Vladimiro, 1920-2004 [naissance 1920 ≠ 1930, mort 2004 ≠ 2020]
10938;Adrián Murano;non_corrobore;;;;;;;;;Murano, Adrián, 1973-
10939;Matteu Muratori;introuvable;;;;;;;;;
10942;Ignacio Vidal y Pedro Costa Musté;introuvable;;;;;;;;;
10943;Rogério H. Z. Nasciemnto;introuvable;;;;;;;;;
10944;Rogério Humberto Zeferino Nascimento;introuvable;;;;;;;;;
10945;David Nasser;non_corrobore;;;;;;;;;Nasser, David, 1970- | Nasser, David (Animation director) | Nasser, David
10947;André Nataf;non_corrobore;;;;;;;;;Nataf, André
10948;Francisco Javier Navarro Navarro;introuvable;;;;;;;;;
10949;Javier Navarro;introuvable;;;;;;;;;
10950;Sergei Nechayev;introuvable;;;;;;;;;
10951;Eric Nepomuceno;accepte;n80013289;Nepomuceno, Eric, 1948-;dates;1948;;;Portuguese;lccn;Nepomuceno, Eric, 1948-
10952;Adalberto Coutinho de Araujo Neto;introuvable;;;;;;;;;
10953;Candido de Mello Neto;accepte;n98910018;Mello Neto, Candido de, 1933-;titre « o anarquismo experimental de giovanni rossi »;;;;;lccn;Mello Neto, Candido de, 1933-
10954;Oscar Farinha Neto;accepte;no2006040259;Farinha Neto, Oscar;titre « atuacao libertaria no brasil »;;;;;lccn;Farinha Neto, Oscar
10955;Hermano Neves;non_corrobore;;;;;;;;;Neves, Hermano, 1884-1929
10956;Lucília de Almeida Neves;introuvable;;;;;;;;;
10957;D. Nicolici;nom_trop_court;;;;;;;;;
10958;Agustín Nieto;accepte;no2019138095;Nieto, Agustín;titre « entre anarquistas y peronistas »;;;;Spanish;lccn+langue;Nieto, Agustín
10960;Arnaldo Niskier;accepte;n80120770;Niskier, Arnaldo;dates;1935;;;Portuguese;lccn;Niskier, Arnaldo
10961;Francisco José Cuevas Noa;introuvable;;;;;;;;;
10962;Cristina Noble;accepte;no2006133957;Noble, Cristina;titre « severino di giovanni »;;;;;lccn;Noble, Cristina
10963;Marco Aurélio Nogueira;non_corrobore;;;;;;;;;Nogueira, Marco Aurélio
10965;Sérgio Augusto Queiroz Norte;non_corrobore;;;;;;;;;Norte, Sérgio Augusto Queiroz
10966;J. Novicow;non_corrobore;;;;;;;;;Novicow, J. (Jacques), 1849-1912
10967;Notes from Nowhere;introuvable;;;;;;;;;
10968;Alfredo Velasco Núñez;introuvable;;;;;;;;;
10969;Geni Núñez;non_corrobore;;;;;;;;;Núñez, Geni
10970;Howard Vicent O'Brien;introuvable;;;;;;;;;
10971;Flor O'squarr;introuvable;;;;;;;;;
10973;Abdullah Öcalan;accepte;n91049753;Öcalan, Abdullah;dates;1948;;;Turkish;lccn;Öcalan, Abdullah
10974;Georges Ohsawa;accepte;n50041618;Ohsawa, Georges, 1893-1966;dates;1893;;Kyoto (Japan);Japanese,French;lccn;Ohsawa, Georges, 1893-1966
10975;Antônio Carlos de Oliveira;non_corrobore;;;;;;;;;Oliveira, Antonio Carlos de
10976;César de Oliveira;non_corrobore;;;;;;;;;Oliveira, César de, 1941-2005
10977;Jane Oliveira;introuvable;;;;;;;;;
10978;Joelson Ferreira Oliveira;introuvable;;;;;;;;;
10979;Paulo de Salles Oliveira;non_corrobore;;;;;;;;;Oliveira, Paulo de Salles
10980;Roberta Pires de Oliveira;accepte;nr2002027903;Oliveira, Roberta Pires de;titre « semantica formal »;;;;;lccn;Oliveira, Roberta Pires de
10981;Pedro García Olivo;introuvable;;;;;;;;;
10982;Maria Aparecida Munhoz De Omena;introuvable;;;;;;;;;
10983;Amedeo Bertolo Org.;introuvable;;;;;;;;;
10984;Célia Reis Camargo Org.;introuvable;;;;;;;;;
10986;José Antonio Gutiérrez D. Org.;introuvable;;;;;;;;;
10987;Luigi Galleani Org.;introuvable;;;;;;;;;
10988;Miguel Abensour Org.;introuvable;;;;;;;;;
10989;Helmut Ortner;accepte;n81014436;Ortner, Helmut, 1950-;dates;1950;;;;lccn;Ortner, Helmut, 1950- | Ortner, Helmut (Lawyer)
10990;Hernando Calvo Ospina;introuvable;;;;;;;;;
10991;Geraldina P. Witter e Outros;introuvable;;;;;;;;;
10992;Iaacov Oved;non_corrobore;;;;;;;;;Oved, Iaácov
10994;Antônio Luiz Paixão;non_corrobore;;;;;;;;;Paixão, Antônio Luiz
10995;Leopoldo Palacios;non_corrobore;;;;;;;;;Palacios, Leopoldo, 1928- | Palacios, Leopoldo
10996;G. Palante;introuvable;;;;;;;;;
10998;Aércio Palheta;non_corrobore;;;;;;;;;Palheta, Aércio
10999;Marco Pandin;introuvable;;;;;;;;;
11000;Javier Paniagua;non_corrobore;;;;;;;;;Paniagua, Javier
11002;Julio R. Parcos;introuvable;;;;;;;;;
11003;Bárbara Parham;introuvable;;;;;;;;;
11004;Robert Paris;non_corrobore;;;;;;;;;Paris, Robert, 1962- | Paris, Robert, 1924- | Paris, Robert
11005;Lucy Parsons;non_corrobore;;;;;;;;;Parsons, Lucy, 1785-1788 | Parsons, Lucy
11006;Silvina Pascucci;accepte;no2008004751;Pascucci, Silvina;titre « costureras monjas y anarquistas »;;;;;lccn;Pascucci, Silvina
11007;Masimo Passamani;introuvable;;;;;;;;;
11008;Louis Patsouras;non_corrobore;;;;;;;;;Patsouras, Louis
11009;Zuleide de Paula;accepte;no2002050317;Paula, Zuleide de, 1944-;titre « peixinhos »;;;;;lccn;Paula, Zuleide de, 1944-
11010;Maria Célia Rua de Almeida Paulillo;non_corrobore;;;;;;;;;Paulillo, Maria Célia Rua de Almeida
11011;Ouvidoria do Estado de São Paulo;introuvable;;;;;;;;;
11012;Luis Pazos;non_corrobore;;;;;;;;;Pazos, Luis, 1947- | Pazos, Luis, 1940- | Pazos, Luis
11013;Pere Peinard;introuvable;;;;;;;;;
11014;Nize Maria Campos Pellanda;introuvable;;;;;;;;;
11015;Dr Madeleine Pelletier;introuvable;;;;;;;;;
11016;Philippe Pelletier;accepte;n95014822;Pelletier, Philippe, 1956-;dates;1956;;;French;lccn;Pelletier, Philippe, 1956-
11017;Maria Valéria Junho Pena;accepte;n82021417;Pena, Maria Valéria Junho;titre « mulheres e trabalhadoras »;;;;;lccn;Pena, Maria Valéria Junho
11018;Jacob Penteado;non_corrobore;;;;;;;;;Penteado, Jacob
11019;Manoel Perdigão Saavedra;introuvable;;;;;;;;;
11020;Dionísio Pereira;introuvable;;;;;;;;;
11021;Luiz Pereira;introuvable;;;;;;;;;
11023;Manuel Pérez;introuvable;;;;;;;;;
11024;Nilmara Cristina Perissini;introuvable;;;;;;;;;
11026;Michel Perraudeau;introuvable;;;;;;;;;
11028;Sílvia Regina Ferraz Petersen;accepte;n94018521;Petersen, Sílvia Regina Ferraz;titre « antologia do movimento operario gaucho 1870 1937 »;;;;;lccn;Petersen, Sílvia Regina Ferraz
11029;Silvia Regina Ferraz Peterson;introuvable;;;;;;;;;
11030;Jean-Christian Petitfils;accepte;n50010647;Petitfils, Jean-Christian, 1944-;dates;1944;;;;lccn;Petitfils, Jean-Christian, 1944-
11031;Aymará Petrabissi;introuvable;;;;;;;;;
11032;S. M. Petritchenko;introuvable;;;;;;;;;
11034;Óscar Peyrou;non_corrobore;;;;;;;;;Peyrou, Oscar, 1945-
11035;Duka e Marco Philopat;introuvable;;;;;;;;;
11037;Marco Philopat;non_corrobore;;;;;;;;;Philopat, Marco
11038;Marc Pierrot;accepte;n86142790;Pierrot, Marc;dates;1871;1950;Paris (France);;lccn;Pierrot, Marc
11039;Valdir Pietre;introuvable;;;;;;;;;
11043;Paulo Sérgio de Moraes Sarmento Pinheiro;introuvable;;;;;;;;;
11044;Céli Regina J. Pinto;non_corrobore;;;;;;;;;Pinto, Céli Regina J., 1950-
11045;Lúcio Flávio Pinto;non_corrobore;;;;;;;;;Pinto, Lúcio Flávio
11046;Patrizia Piozzi;introuvable;;;;;;;;;
11048;Fernando Planche;introuvable;;;;;;;;;
11049;Alice Anabuki Plancherel;accepte;n98911163;Plancherel, Alice Anabuki, 1953-;titre « memoria omissao »;1953;;;Portuguese;lccn+naissance+langue;Plancherel, Alice Anabuki, 1953-
11050;Jean Poirier;non_corrobore;;;;;;;;;Poirier, Jean, 1921-2009 | Poirier, Jean, 1890-1942 | Poirier, Jean, 1931-
11051;Leon Pomer;accepte;n84229336;Pomer, León;titre « as independencias na america latina »;1928;;Bahía Blanca (Argentina);Spanish;lccn+naissance+pays+langue;Pomer, León
11052;Joshua Popenoe;accepte;no2016149964;Popenoe, Joshua;titre « summerhill »;;;;;lccn;Popenoe, Joshua
11053;Baltazar Porcel;introuvable;;;;;;;;;
11054;Richard Porton;contradiction;;;;;;;;;Porton, Richard [naissance 1955 ≠ 1959]
11056;Sergio Pereira Poza;introuvable;;;;;;;;;
11058;Antônio de Almeida Prado;introuvable;;;;;;;;;
11059;Camilo Prado;introuvable;;;;;;;;;
11060;Dino Preti;non_corrobore;;;;;;;;;Preti, Dino, 1930-
11061;Andy Price;non_corrobore;;;;;;;;;Price, Andy, 1963- | Price, Andy (Editor of technical journal) | Price, Andy
11063;Georgio Prodi;introuvable;;;;;;;;;
11065;B. Prus;nom_trop_court;;;;;;;;;
11066;Mimmo Pucciarelli;non_corrobore;;;;;;;;;Pucciarelli, Mimmo
11068;Cnl (R) Orlando Mario Punzi;introuvable;;;;;;;;;
11069;Graham Purchase;non_corrobore;;;;;;;;;Purchase, Graham
11070;Eugene Pyziur;non_corrobore;;;;;;;;;Pyziur, Eugene, 1917-1980
11071;Miriam Qarmat;introuvable;;;;;;;;;
11073;Clara Queiroz;non_corrobore;;;;;;;;;Queiroz, Clara
11075;Renato da Silva Queiroz;introuvable;;;;;;;;;
11079;José Ricardo Ramalho;non_corrobore;;;;;;;;;Ramalho, José Ricardo
11080;Manuel González Ramírez;non_corrobore;;;;;;;;;González Ramírez, Manuel
11081;John Randolph;introuvable;;;;;;;;;
11082;Jesus Ranieri;introuvable;;;;;;;;;
11083;J. M. Raynaud;introuvable;;;;;;;;;
11084;Hebert Read;introuvable;;;;;;;;;
11085;Hilhem Reich;introuvable;;;;;;;;;
11086;Roberno Reinoso;introuvable;;;;;;;;;
11088;Cultive Resistência;introuvable;;;;;;;;;
11089;Sevla Retlav;introuvable;;;;;;;;;
11091;Alfonso Rey;accepte;n97044091;Rey, Alfonso, 1946-;dates;1946;;;Spanish;lccn;Rey, Alfonso, 1946- | Rey, Alfonso
11094;Bruno Ribeiro;non_corrobore;;;;;;;;;Ribeiro, Bruno, 1989- | Ribeiro, Bruno, 1976-
11095;Joaquim Ribeiro;non_corrobore;;;;;;;;;Ribeiro, Joaquim, 1907-1964
11096;Maria Alice Rosa Ribeiro;non_corrobore;;;;;;;;;Ribeiro, Maria Alice Rosa
11097;Agnaldo Prandini Ricieri;introuvable;;;;;;;;;
11098;Penny Rimbaud;non_corrobore;;;;;;;;;Rimbaud, Penny, 1943-
11099;Bokar Rimpoche;introuvable;;;;;;;;;
11100;Wilson Rio Apa;introuvable;;;;;;;;;
11101;Manuel Rivas;non_corrobore;;;;;;;;;Rivas, Manuel, 1957-
11102;F. Javier Uribe Rivera;introuvable;;;;;;;;;
11103;André Rocha;non_corrobore;;;;;;;;;Rocha, André (André Menezes)
11104;Antonio Penalves Rocha;accepte;n95920662;Rocha, Antonio Penalves;titre « a economia politica na sociedade escravista »;;;;;lccn;Rocha, Antonio Penalves
11105;Bruno Lima Rocha;accepte;n2007205903;Rocha, Bruno Lima, 1972-;titre « o grampo do bndes »;;;;;lccn;Rocha, Bruno Lima, 1972-
11106;Luis Filipe Rocha;non_corrobore;;;;;;;;;Rocha, Luís Filipe, 1947-
11107;Carlos Rocque;non_corrobore;;;;;;;;;Rocque, Carlos
11108;Arakcy Martins Rodrigues;accepte;n81030495;Rodrigues, Arakcy Martins;titre « operario operaria »;;;;;lccn;Rodrigues, Arakcy Martins
11109;Jacinto Rodrigues;non_corrobore;;;;;;;;;Rodrigues, Jacinto
11110;João Rodrigues;non_corrobore;;;;;;;;;Rodrigues, João, 1558-1633
11111;José Albertino Rodrigues;accepte;n87825779;Rodrigues, José Albertino;titre « sindicato e desenvolvimento no brasil »;;;;;lccn;Rodrigues, José Albertino
11112;Leôncio Martins Rodrigues;accepte;nr88001666;Rodrigues, Leôncio Martins;dates;1934;;São Paulo (Brazil);Portuguese;lccn+langue;Rodrigues, Leôncio Martins
11113;Sérgio Rodrigues;non_corrobore;;;;;;;;;Rodrigues, Sérgio (Sérgio Paulo Jorge)
11114;Isaac Sandoval Rodríguez;introuvable;;;;;;;;;
11115;Miguel Rodríguez;accepte;nr91005524;Rodríguez, Miguel, 1953-;titre « los tranviarios y el anarquismo en mexico 1920 1925 »;1953;;Mexico;Spanish,French;lccn+naissance;Rodríguez, Miguel, 1953- | Rodríguez, Miguel (Rodríguez López)
11116;José Luiz Del Roio;non_corrobore;;;;;;;;;Roio, José Luiz del
11117;Sara Rojo;non_corrobore;;;;;;;;;Rojo, Sara, 1973- | Rojo, Sara
11118;Juan Rosales;non_corrobore;;;;;;;;;Rosales, Juan, 1976-
11119;Josep Maria Roselló;accepte;n2004108560;Roselló, Josep Maria;titre « la vuelta a la naturaleza »;;;;;lccn;Roselló, Josep Maria
11120;Pauline Rosen-Cros;accepte;no2011059377;Rosen-Cros, Pauline, 1985-;titre « duro companer s »;;;;;lccn;Rosen-Cros, Pauline, 1985-
11121;José Paschoal Rossetti;accepte;n50066869;Rossetti, José Paschoal, 1941-;titre « introducao a economia »;;;;;lccn;Rossetti, José Paschoal, 1941-
11123;Sadi Dal Rosso;introuvable;;;;;;;;;
11125;Gonzalo Zaragoza Rovira;introuvable;;;;;;;;;
11126;Richard S. Rudner;non_corrobore;;;;;;;;;Rudner, Richard S.
11127;Antonio Cleber Rudy;accepte;no2013098633;Rudy, Antonio Cleber;titre « culturas da contestacao »;1979;;Rio Negro (Paraná, Brazil);Portuguese;lccn+naissance+langue;Rudy, Antonio Cleber
11128;Benjamín Cano Ruiz;introuvable;;;;;;;;;
11129;Higinio Noja Ruiz;introuvable;;;;;;;;;
11130;Ramón Eduardo Ruiz;accepte;n79151549;Ruiz, Ramón Eduardo;dates;1921;2010;San Diego (Calif.);English;lccn+langue;Ruiz, Ramón Eduardo
11131;Jaqueline Russ;introuvable;;;;;;;;;
11132;Francis Russell;non_corrobore;;;;;;;;;Russell, Francis, active 1706-1745
11133;Fernando Sabino;introuvable;;;;;;;;;
11134;Giorgio Sacchetti;non_corrobore;;;;;;;;;Sacchetti, Giorgio, 1951-
11138;Michel Sahuc;accepte;n2008065289;Sahuc, Michel;titre « un regard noir »;;;;;lccn;Sahuc, Michel
11139;C. A. Sainte-Beuve;introuvable;;;;;;;;;
11140;Iza Salles;accepte;no2005098278;Salles, Iza;titre « um cadaver ao sol »;;;;Portuguese;lccn+langue;Salles, Iza
11141;Luis Alberto Sanchez;non_corrobore;;;;;;;;;Sánchez, Luis Alberto, 1900-1994
11142;Gianfranco Sanguinetti;accepte;n85803484;Sanguinetti, Gianfranco;dates;1948;;;;lccn;Sanguinetti, Gianfranco
11143;Moacir Medeiros de Sant'ana;non_corrobore;;;;;;;;;Sant'Ana, Moacir Medeiros de
11145;Pérsio Santos De Oliveira;introuvable;;;;;;;;;
11146;Lucy Woellner dos Santos;accepte;n99902077;Santos, Lucy Woellner dos;titre « estacao agronomica e de veterinaria do estado »;;;;;lccn;Santos, Lucy Woellner dos
11147;Beppe De Sario;introuvable;;;;;;;;;
11149;Ferdinand de Saussure;non_corrobore;;;;;;;;;Saussure, Ferdinand de, 1857-1913
11151;A. Scarabelli;introuvable;;;;;;;;;
11152;Leonard Schäfer;introuvable;;;;;;;;;
11153;Stephen Schecter;non_corrobore;;;;;;;;;Schecter, Stephen, 1947- | Schecter, Stephen (Professor of mathematics)
11154;Paul F. Schimdt;introuvable;;;;;;;;;
11155;Neala Schleuning;non_corrobore;;;;;;;;;Schleuning, Neala
11156;Bernhard Schlink;accepte;n83031289;Schlink, Bernhard;dates;1944;;Bielefeld (Germany);;lccn;Schlink, Bernhard
11157;Michael Schmidt;contradiction;;;;;;;;;Schmidt, Michael (Michael C.) | Schmidt, Michael, 1965 March 10- [naissance 1965 ≠ 1980] | Schmidt, Michael, 1957 February 26- [naissance 1957 ≠ 1980] | Schmidt, Michael (Michael E. C.) | Schmidt, Michael, 1952-
11158;Paul F. Schmidt;non_corrobore;;;;;;;;;Schmidt, Paul F. (Paul Frank), 1915- | Schmidt, Paul F. (Paul Frederic), 1925-2008 | Schmidt, Paul F., 1916-1984 | Schmidt, Paul F., 1947-
11159;Héctor Schujman;non_corrobore;;;;;;;;;Schujman, Héctor
11162;Edwing R. A. Seligman;introuvable;;;;;;;;;
11164;Alain Sergent;contradiction;;;;;;;;;Sergent, Alain [naissance 1908 ≠ 1917]
11167;Retlav Sevla;introuvable;;;;;;;;;
11168;Edward Sexby;introuvable;;;;;;;;;
11169;Giuseppina Sferra;introuvable;;;;;;;;;
11170;Yamandú Gonzales Sierra;introuvable;;;;;;;;;
11171;Alan B. T. Silva;introuvable;;;;;;;;;
11172;Gabriel Pombo da Silva;introuvable;;;;;;;;;
11173;Nicoláo Duarte Silva;introuvable;;;;;;;;;
11174;Paulo Renato Oliveira Silva;introuvable;;;;;;;;;
11175;Henri Simon;non_corrobore;;;;;;;;;Simon, Henri, 1856-1939 | Simon, Henri
11179;Helena Singer;non_corrobore;;;;;;;;;Singer, Helena
11181;Internacional Situcionista;introuvable;;;;;;;;;
11182;Robert Skidelsky;accepte;n50012007;Skidelsky, Robert, 1939-2026;dates;1939;2026;Harbin (China);English;lccn+langue;Skidelsky, Robert, 1939-2026
11183;John M. Smith;non_corrobore;;;;;;;;;Smith, John M. (John Melvin), 1940- | Smith, John M. (John Milton), 1922- | Smith, John M. (John Macauley)
11184;Michael P. Smith;non_corrobore;;;;;;;;;Smith, Michael P. (Michael Proctor), 1937-2008 | Smith, Michael P. (Michael Patrick), 1950- | Smith, Michael P. | Smith, Michael P., 1962- | Smith, Michael P., 1967-
11186;G. W. Sok;non_corrobore;;;;;;;;;Sok, G. W.
11187;José Luís Solazzi;accepte;no2008102835;Solazzi, José Luís;titre « a ordem do castigo no brasil »;;;;;lccn;Solazzi, José Luís
11188;Carlos A. Solero;introuvable;;;;;;;;;
11189;Jorge N. Solomonoff;introuvable;;;;;;;;;
11190;G. Sorel;introuvable;;;;;;;;;
11191;Juan Manuel Fernández Soria;introuvable;;;;;;;;;
11192;M. Ricardo de Sousa;accepte;n2013023902;Sousa, M. Ricardo de;titre « os caminhos da anarquia »;;;;;lccn;Sousa, M. Ricardo de
11194;Clei Souza;non_corrobore;;;;;;;;;Souza, Clei
11195;Denise Souza;introuvable;;;;;;;;;
11196;Dimas Antônio de Souza;accepte;no2005018266;Souza, Dimas Antônio de;titre « o mito politico no teatro anarquista brasileiro »;;;;;lccn;Souza, Dimas Antônio de
11197;Ismara Izepe de Souza;accepte;no2002013580;Souza, Ismara Izepe de;titre « republica espanhola »;;;;;lccn;Souza, Ismara Izepe de
11198;José Crisóstomo de Souza;accepte;n95014500;Souza, José Crisóstomo de;titre « a questao da individualidade »;;;;;lccn;Souza, José Crisóstomo de
11199;Percival de Souza;non_corrobore;;;;;;;;;Souza, Percival de, 1943-
11200;Vicente de Souza;introuvable;;;;;;;;;
11201;Hobart Spalding;non_corrobore;;;;;;;;;Spalding, Hobart
